status_id,status_type,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,react_comment_r,react_share_r,postive_reactions,negative_reactions
246675545449582_1612677855516004,video,3/17/2018 8:07,75,36,14,70,5,0,0,0,0,2.0833333333333335,5.357142857142857,75,0
246675545449582_1612652492185207,video,3/17/2018 7:47,90,78,9,85,5,0,0,0,0,1.1538461538461537,10.0,90,0
246675545449582_1607114469405676,photo,3/12/2018 5:51,145,9,0,138,7,0,0,0,0,16.11111111111111,0.0,145,0
246675545449582_1603834916400298,video,3/9/2018 7:45,253,300,31,229,22,1,1,0,0,0.8433333333333334,8.161290322580646,252,1
246675545449582_1603743213076135,photo,3/9/2018 5:55,85,0,0,81,2,2,0,0,0,0.0,0.0,85,0
246675545449582_1601965753253881,video,3/7/2018 13:10,45,14,0,40,5,0,0,0,0,3.2142857142857144,0.0,45,0
246675545449582_1601596129957510,photo,3/7/2018 6:13,92,0,0,85,4,2,1,0,0,0.0,0.0,91,1
246675545449582_1601516779965445,photo,3/7/2018 4:46,125,1,0,116,8,1,0,0,0,125.0,0.0,125,0
246675545449582_1599664246817365,photo,3/5/2018 8:32,119,4,0,116,3,0,0,0,0,29.75,0.0,119,0
246675545449582_1599393216844468,photo,3/5/2018 2:48,293,8,0,281,11,1,0,0,0,36.625,0.0,293,0
246675545449582_1596564337127356,video,3/2/2018 9:55,128,137,26,110,16,2,0,0,0,0.9343065693430657,4.923076923076923,128,0
246675545449582_1594428064007650,photo,2/28/2018 8:19,84,15,13,78,5,1,0,0,0,5.6,6.461538461538462,84,0
246675545449582_1594137564036700,photo,2/28/2018 1:43,66,11,6,61,4,1,0,0,0,6.0,11.0,66,0
246675545449582_1592459934204463,video,2/26/2018 8:50,171,292,28,150,19,1,1,0,0,0.5856164383561644,6.107142857142857,170,1
246675545449582_1591545580962565,video,2/25/2018 10:13,90,72,23,79,10,1,0,0,0,1.25,3.9130434782608696,90,0
246675545449582_1587015831415540,video,2/21/2018 0:19,139,39,9,121,16,1,1,0,0,3.5641025641025643,15.444444444444445,138,1
246675545449582_1585003828283407,video,2/19/2018 0:11,236,181,21,201,33,0,1,0,1,1.3038674033149171,11.238095238095237,234,2
246675545449582_1584252028358587,video,2/18/2018 7:15,225,210,34,193,30,0,2,0,0,1.0714285714285714,6.617647058823529,223,2
246675545449582_1583900568393733,photo,2/17/2018 22:30,275,12,0,260,11,4,0,0,0,22.916666666666668,0.0,275,0
246675545449582_1583080255142431,video,2/17/2018 4:15,372,456,37,334,31,1,1,1,4,0.8157894736842105,10.054054054054054,366,6
246675545449582_1580958342021289,photo,2/15/2018 3:47,445,9,0,419,23,3,0,0,0,49.44444444444444,0.0,445,0
246675545449582_1580162495434207,video,2/14/2018 8:23,128,60,11,114,13,0,0,0,1,2.1333333333333333,11.636363636363637,127,1
246675545449582_1578866802230443,video,2/13/2018 1:16,186,235,46,163,19,0,3,0,1,0.7914893617021277,4.043478260869565,182,4
246675545449582_1577938978989892,video,2/12/2018 3:28,309,444,36,254,42,2,8,3,0,0.6959459459459459,8.583333333333334,298,11
246675545449582_1577078175742639,photo,2/11/2018 5:55,77,11,3,75,2,0,0,0,0,7.0,25.666666666666668,77,0
246675545449582_1576207142496409,video,2/10/2018 7:54,119,72,28,103,16,0,0,0,0,1.6527777777777777,4.25,119,0
246675545449582_1574973649286425,photo,2/9/2018 1:48,100,21,13,95,5,0,0,0,0,4.761904761904762,7.6923076923076925,100,0
246675545449582_1574253679358422,video,2/8/2018 9:14,240,255,111,193,44,1,1,0,1,0.9411764705882353,2.1621621621621623,238,2
246675545449582_1573231492793974,video,2/7/2018 8:35,164,136,48,146,15,2,0,1,0,1.2058823529411764,3.4166666666666665,163,1
246675545449582_1572311072886016,video,2/6/2018 8:46,202,327,42,171,30,1,0,0,0,0.617737003058104,4.809523809523809,202,0
246675545449582_1571313049652485,video,2/5/2018 9:20,211,284,46,186,25,0,0,0,0,0.7429577464788732,4.586956521739131,211,0
246675545449582_1570062096444247,video,2/4/2018 3:25,148,114,16,136,10,0,2,0,0,1.2982456140350878,9.25,146,2
246675545449582_1569275653189558,video,2/3/2018 8:34,97,81,16,84,13,0,0,0,0,1.1975308641975309,6.0625,97,0
246675545449582_1568291729954617,video,2/2/2018 9:24,279,292,34,254,20,3,1,1,0,0.9554794520547946,8.205882352941176,277,2
246675545449582_1568182719965518,photo,2/2/2018 7:08,263,8,0,245,14,4,0,0,0,32.875,0.0,263,0
246675545449582_1568125783304545,video,2/2/2018 6:01,177,193,34,151,25,1,0,0,0,0.917098445595855,5.205882352941177,177,0
246675545449582_1563157113801412,photo,1/28/2018 7:50,517,32,1,484,26,7,0,0,0,16.15625,517.0,517,0
246675545449582_1563042160479574,video,1/28/2018 5:25,289,258,33,256,33,0,0,0,0,1.12015503875969,8.757575757575758,289,0
246675545449582_1561427387307718,photo,1/26/2018 13:03,66,13,0,65,1,0,0,0,0,5.076923076923077,0.0,66,0
246675545449582_1561426890641101,photo,1/26/2018 13:02,112,6,0,104,8,0,0,0,0,18.666666666666668,0.0,112,0
246675545449582_1561178647332592,video,1/26/2018 8:47,206,259,48,181,22,1,2,0,0,0.7953667953667953,4.291666666666667,204,2
246675545449582_1560153374101786,video,1/25/2018 8:40,362,468,86,305,56,0,0,1,0,0.7735042735042735,4.209302325581396,361,1
246675545449582_1558134034303720,video,1/23/2018 9:04,184,130,51,161,23,0,0,0,0,1.4153846153846155,3.607843137254902,184,0
246675545449582_1557086421075148,video,1/22/2018 9:37,216,251,34,199,16,0,0,0,1,0.8605577689243028,6.352941176470588,215,1
246675545449582_1557066321077158,video,1/22/2018 9:15,57,0,0,56,1,0,0,0,0,0.0,0.0,57,0
246675545449582_1556033787847078,video,1/21/2018 9:10,272,258,43,226,44,1,1,0,0,1.054263565891473,6.325581395348837,271,1
246675545449582_1555610941222696,video,1/20/2018 23:10,248,247,34,208,33,3,2,0,2,1.0040485829959513,7.294117647058823,244,4
246675545449582_1555011641282626,video,1/20/2018 9:08,132,89,40,110,20,1,0,0,1,1.4831460674157304,3.3,131,1
246675545449582_1553995058050951,video,1/19/2018 9:16,226,341,41,196,30,0,0,0,0,0.6627565982404692,5.512195121951219,226,0
246675545449582_1553987821385008,video,1/19/2018 9:06,35,1,0,35,0,0,0,0,0,35.0,0.0,35,0
246675545449582_1552962021487588,video,1/18/2018 8:54,219,316,36,170,46,3,0,0,0,0.6930379746835443,6.083333333333333,219,0
246675545449582_1552783698172087,video,1/18/2018 5:08,94,1,1,94,0,0,0,0,0,94.0,94.0,94,0
246675545449582_1551983908252066,video,1/17/2018 9:29,259,368,50,234,25,0,0,0,0,0.7038043478260869,5.18,259,0
246675545449582_1551534661630324,video,1/16/2018 22:36,62,1,0,62,0,0,0,0,0,62.0,0.0,62,0
246675545449582_1551514168299040,video,1/16/2018 22:13,127,76,21,114,13,0,0,0,0,1.6710526315789473,6.0476190476190474,127,0
246675545449582_1550682265048897,video,1/16/2018 0:53,149,63,15,134,15,0,0,0,0,2.365079365079365,9.933333333333334,149,0
246675545449582_1548244011959389,video,1/13/2018 9:18,134,171,41,116,18,0,0,0,0,0.783625730994152,3.268292682926829,134,0
246675545449582_1546364775480646,video,1/11/2018 9:05,392,461,47,360,32,0,0,0,0,0.8503253796095445,8.340425531914894,392,0
246675545449582_1545432958907161,video,1/10/2018 8:57,310,540,41,284,26,0,0,0,0,0.5740740740740741,7.560975609756097,310,0
246675545449582_1537523323031458,photo,1/2/2018 23:05,14,3,0,12,2,0,0,0,0,4.666666666666667,0.0,14,0
246675545449582_1530240427093081,photo,12/26/2017 6:23,293,6,1,275,15,3,0,0,0,48.833333333333336,293.0,293,0
246675545449582_1527322154051575,photo,12/24/2017 10:28,236,12,0,226,8,1,1,0,0,19.666666666666668,0.0,235,1
246675545449582_1521905564593234,photo,12/21/2017 8:14,312,10,0,291,18,3,0,0,0,31.2,0.0,312,0
246675545449582_1502675606516230,photo,12/10/2017 23:28,24,12,0,24,0,0,0,0,0,2.0,0.0,24,0
246675545449582_1497272363723221,link,12/8/2017 2:37,16,9,0,15,1,0,0,0,0,1.7777777777777777,0.0,16,0
246675545449582_1495724170544707,photo,12/7/2017 6:41,33,12,0,32,1,0,0,0,0,2.75,0.0,33,0
246675545449582_1492286100888514,photo,12/5/2017 1:25,675,10,0,645,29,1,0,0,0,67.5,0.0,675,0
246675545449582_1491577434292714,photo,12/4/2017 8:28,737,18,0,697,31,9,0,0,0,40.94444444444444,0.0,737,0
246675545449582_1490258864424571,photo,12/3/2017 1:40,572,16,0,554,16,2,0,0,0,35.75,0.0,572,0
246675545449582_1479588818824909,photo,11/22/2017 22:14,23,7,0,20,3,0,0,0,0,3.2857142857142856,0.0,23,0
246675545449582_1477842952332829,photo,11/21/2017 1:37,266,25,0,250,11,5,0,0,0,10.64,0.0,266,0
246675545449582_1477788442338280,video,11/21/2017 0:22,378,512,30,348,27,2,0,0,1,0.73828125,12.6,377,1
246675545449582_1475847732532351,video,11/18/2017 22:32,421,709,30,373,45,2,0,1,0,0.5937940761636107,14.033333333333333,420,1
246675545449582_1474958169287974,video,11/18/2017 1:23,1493,1979,753,1333,139,9,3,8,1,0.7544214249621021,1.9827357237715804,1481,12
246675545449582_1472990009484790,photo,11/16/2017 0:01,76,17,0,76,0,0,0,0,0,4.470588235294118,0.0,76,0
246675545449582_1466481810135610,photo,11/9/2017 0:32,36,11,0,34,2,0,0,0,0,3.272727272727273,0.0,36,0
246675545449582_1460991780684613,photo,11/2/2017 21:22,19,8,0,18,0,0,1,0,0,2.375,0.0,18,1
246675545449582_1458408214276303,photo,10/30/2017 23:46,27,10,0,27,0,0,0,0,0,2.7,0.0,27,0
246675545449582_1454283141355477,photo,10/26/2017 12:02,117,2,53,108,9,0,0,0,0,58.5,2.207547169811321,117,0
246675545449582_1454277441356047,photo,10/26/2017 11:53,146,1,0,145,1,0,0,0,0,146.0,0.0,146,0
246675545449582_1453716178078840,photo,10/25/2017 22:45,166,0,13,151,7,0,0,8,0,0.0,12.76923076923077,158,8
246675545449582_1453707518079706,photo,10/25/2017 22:29,190,0,31,171,0,0,0,19,0,0.0,6.129032258064516,171,19
246675545449582_1452022754914849,photo,10/24/2017 3:55,217,16,0,213,4,0,0,0,0,13.5625,0.0,217,0
246675545449582_1451936094923515,photo,10/24/2017 1:20,458,14,0,451,3,4,0,0,0,32.714285714285715,0.0,458,0
246675545449582_1451093285007796,photo,10/23/2017 3:52,553,15,0,538,12,3,0,0,0,36.86666666666667,0.0,553,0
246675545449582_1451078198342638,photo,10/23/2017 3:23,203,18,11,190,7,6,0,0,0,11.277777777777779,18.454545454545453,203,0
246675545449582_1450141395102985,photo,10/22/2017 0:38,1005,25,1,979,16,9,1,0,0,40.2,1005.0,1004,1
246675545449582_1450110585106066,video,10/21/2017 23:43,202,145,23,182,19,0,0,0,1,1.393103448275862,8.782608695652174,201,1
246675545449582_1449381378512320,photo,10/21/2017 3:19,428,14,0,419,4,5,0,0,0,30.571428571428573,0.0,428,0
246675545449582_1448675405249584,photo,10/20/2017 6:37,479,17,0,462,10,7,0,0,0,28.176470588235293,0.0,479,0
246675545449582_1448558785261246,video,10/20/2017 3:19,212,116,11,201,10,1,0,0,0,1.8275862068965518,19.272727272727273,212,0
246675545449582_1447515715365553,video,10/19/2017 2:44,225,157,17,211,14,0,0,0,0,1.4331210191082802,13.235294117647058,225,0
246675545449582_1446827718767686,video,10/18/2017 9:13,171,46,5,156,12,2,1,0,0,3.717391304347826,34.2,170,1
246675545449582_1446531832130608,video,10/18/2017 2:33,247,120,16,232,14,1,0,0,0,2.058333333333333,15.4375,247,0
246675545449582_1445552635561861,video,10/17/2017 5:37,269,453,39,242,26,1,0,0,0,0.5938189845474614,6.897435897435898,269,0
246675545449582_1445400822243709,video,10/17/2017 2:36,258,486,32,235,23,0,0,0,0,0.5308641975308642,8.0625,258,0
246675545449582_1445354408915017,photo,10/17/2017 1:47,109,2,1,104,5,0,0,0,0,54.5,109.0,109,0
246675545449582_1445261388924319,photo,10/16/2017 22:47,97,5,0,96,0,1,0,0,0,19.4,0.0,97,0
246675545449582_1444576748992783,video,10/16/2017 6:37,280,199,25,254,24,2,0,0,0,1.407035175879397,11.2,280,0
246675545449582_1444533065663818,video,10/16/2017 5:25,325,77,21,293,30,1,1,0,0,4.220779220779221,15.476190476190476,324,1
246675545449582_1444306942353097,photo,10/15/2017 22:58,51,11,0,51,0,0,0,0,0,4.636363636363637,0.0,51,0
246675545449582_1443547965762328,video,10/15/2017 2:27,280,825,47,243,35,1,1,0,0,0.3393939393939394,5.957446808510638,279,1
246675545449582_1442942755822849,video,10/14/2017 10:37,688,0,0,632,34,0,0,22,0,0.0,0.0,666,22
246675545449582_1442580062525785,video,10/14/2017 3:35,365,805,46,320,39,1,3,0,2,0.453416149068323,7.934782608695652,360,5
246675545449582_1441410912642700,photo,10/12/2017 21:43,295,5,0,295,0,0,0,0,0,59.0,0.0,295,0
246675545449582_1440443499406108,photo,10/11/2017 22:21,27,14,0,26,1,0,0,0,0,1.9285714285714286,0.0,27,0
246675545449582_1434870273296764,photo,10/6/2017 8:04,15,11,0,15,0,0,0,0,0,1.3636363636363635,0.0,15,0
246675545449582_1433620366755088,photo,10/4/2017 23:19,16,12,0,16,0,0,0,0,0,1.3333333333333333,0.0,16,0
246675545449582_1430023863781405,photo,10/1/2017 3:31,29,12,0,29,0,0,0,0,0,2.4166666666666665,0.0,29,0
246675545449582_1429927933790998,video,10/1/2017 1:05,28,6,0,28,0,0,0,0,0,4.666666666666667,0.0,28,0
246675545449582_1428095953974196,photo,9/28/2017 23:21,8,8,0,8,0,0,0,0,0,1.0,0.0,8,0
246675545449582_1427202707396854,photo,9/28/2017 0:12,10,9,0,10,0,0,0,0,0,1.1111111111111112,0.0,10,0
246675545449582_1426309230819535,photo,9/26/2017 22:39,39,8,0,39,0,0,0,0,0,4.875,0.0,39,0
246675545449582_1425407187576406,photo,9/25/2017 22:52,49,11,0,47,2,0,0,0,0,4.454545454545454,0.0,49,0
246675545449582_1423676417749483,video,9/24/2017 1:58,226,449,37,189,25,1,1,10,0,0.5033407572383074,6.108108108108108,215,11
246675545449582_1423672414416550,video,9/24/2017 1:52,104,49,13,91,12,0,0,1,0,2.122448979591837,8.0,103,1
246675545449582_1422896067827518,photo,9/23/2017 3:56,251,17,0,244,7,0,0,0,0,14.764705882352942,0.0,251,0
246675545449582_1422753927841732,video,9/23/2017 0:09,244,589,48,213,29,1,1,0,0,0.4142614601018676,5.083333333333333,243,1
246675545449582_1422162634567528,video,9/22/2017 8:48,252,558,41,204,45,1,1,0,1,0.45161290322580644,6.146341463414634,250,2
246675545449582_1421238677993257,video,9/21/2017 8:22,121,15,4,114,4,2,1,0,0,8.066666666666666,30.25,120,1
246675545449582_1420966601353798,photo,9/21/2017 1:50,321,5,0,307,11,2,1,0,0,64.2,0.0,320,1
246675545449582_1420888391361619,photo,9/21/2017 0:26,103,8,3,99,4,0,0,0,0,12.875,34.333333333333336,103,0
246675545449582_1420827441367714,video,9/20/2017 23:43,136,31,16,122,14,0,0,0,0,4.387096774193548,8.5,136,0
246675545449582_1420707958046329,video,9/20/2017 21:25,337,247,27,300,35,1,1,0,0,1.3643724696356276,12.481481481481481,336,1
246675545449582_1420240374759754,photo,9/20/2017 9:47,648,13,0,627,18,3,0,0,0,49.84615384615385,0.0,648,0
246675545449582_1419833428133782,video,9/20/2017 0:19,175,157,14,157,18,0,0,0,0,1.1146496815286624,12.5,175,0
246675545449582_1419167851533673,video,9/19/2017 7:39,339,424,36,296,38,1,4,0,0,0.7995283018867925,9.416666666666666,335,4
246675545449582_1419130778204047,photo,9/19/2017 6:44,341,3,0,331,8,2,0,0,0,113.66666666666667,0.0,341,0
246675545449582_1418903018226823,video,9/19/2017 0:40,177,131,27,150,27,0,0,0,0,1.3511450381679388,6.555555555555555,177,0
246675545449582_1413298985453893,photo,9/13/2017 3:48,201,0,0,195,4,2,0,0,0,0.0,0.0,201,0
246675545449582_1413090338808091,photo,9/12/2017 22:34,43,7,0,41,2,0,0,0,0,6.142857142857143,0.0,43,0
246675545449582_1411323222318136,photo,9/11/2017 6:14,40,7,0,39,1,0,0,0,0,5.714285714285714,0.0,40,0
246675545449582_1408385109278614,photo,9/7/2017 22:52,58,14,0,57,1,0,0,0,0,4.142857142857143,0.0,58,0
246675545449582_1407672699349855,video,9/7/2017 4:21,403,525,42,363,36,1,3,0,0,0.7676190476190476,9.595238095238095,400,3
246675545449582_1407589059358219,photo,9/7/2017 2:02,148,4,3,144,4,0,0,0,0,37.0,49.333333333333336,148,0
246675545449582_1407502582700200,photo,9/6/2017 23:14,150,24,2,144,6,0,0,0,0,6.25,75.0,150,0
246675545449582_1406975012752957,photo,9/6/2017 7:33,53,12,0,53,0,0,0,0,0,4.416666666666667,0.0,53,0
246675545449582_1406936809423444,status,9/6/2017 6:22,144,15,8,140,4,0,0,0,0,9.6,18.0,144,0
246675545449582_1406839432766515,video,9/6/2017 3:48,298,491,46,262,34,2,0,0,0,0.6069246435845214,6.478260869565218,298,0
246675545449582_1406792459437879,photo,9/6/2017 2:02,171,4,1,166,5,0,0,0,0,42.75,171.0,171,0
246675545449582_1404391233011335,photo,9/3/2017 5:39,4410,633,257,4315,73,17,5,0,0,6.966824644549763,17.15953307392996,4405,5
246675545449582_1401614789955646,video,8/31/2017 8:50,374,588,46,327,47,0,0,0,0,0.6360544217687075,8.130434782608695,374,0
246675545449582_1400641396719652,photo,8/30/2017 8:38,181,20,0,180,1,0,0,0,0,9.05,0.0,181,0
246675545449582_1397536097030182,photo,8/27/2017 9:46,267,20,1,249,8,10,0,0,0,13.35,267.0,267,0
246675545449582_1397278180389307,photo,8/27/2017 4:54,60,7,0,59,1,0,0,0,0,8.571428571428571,0.0,60,0
246675545449582_1395111113939347,photo,8/25/2017 7:36,98,23,5,95,2,1,0,0,0,4.260869565217392,19.6,98,0
246675545449582_1394887663961692,video,8/25/2017 2:29,26,7,0,26,0,0,0,0,0,3.7142857142857144,0.0,26,0
246675545449582_1393786207405171,photo,8/24/2017 2:18,255,18,0,244,11,0,0,0,0,14.166666666666666,0.0,255,0
246675545449582_1392897467494045,photo,8/23/2017 6:15,174,6,1,167,5,2,0,0,0,29.0,174.0,174,0
246675545449582_1392132690903856,photo,8/22/2017 10:59,64,5,1,59,5,0,0,0,0,12.8,64.0,64,0
246675545449582_1392113310905794,photo,8/22/2017 10:32,62,3,0,58,4,0,0,0,0,20.666666666666668,0.0,62,0
246675545449582_1391704667613325,video,8/22/2017 1:40,192,417,40,168,22,1,1,0,0,0.460431654676259,4.8,191,1
246675545449582_1391646507619141,photo,8/22/2017 0:09,110,18,6,110,0,0,0,0,0,6.111111111111111,18.333333333333332,110,0
246675545449582_1391645867619205,photo,8/22/2017 0:08,119,12,7,117,2,0,0,0,0,9.916666666666666,17.0,119,0
246675545449582_1389882727795519,photo,8/20/2017 4:41,42,11,0,41,0,1,0,0,0,3.8181818181818183,0.0,42,0
246675545449582_1389639647819827,video,8/19/2017 23:14,234,355,34,178,52,2,0,1,1,0.6591549295774648,6.882352941176471,232,2
246675545449582_1388231731293952,photo,8/18/2017 11:35,54,10,0,53,1,0,0,0,0,5.4,0.0,54,0
246675545449582_1388230471294078,photo,8/18/2017 11:33,82,8,0,80,1,0,0,1,0,10.25,0.0,81,1
246675545449582_1388082824642176,photo,8/18/2017 8:36,18,8,0,18,0,0,0,0,0,2.25,0.0,18,0
246675545449582_1385237634926695,photo,8/15/2017 9:58,147,17,7,141,5,1,0,0,0,8.647058823529411,21.0,147,0
246675545449582_1385219348261857,photo,8/15/2017 9:31,80,8,0,79,1,0,0,0,0,10.0,0.0,80,0
246675545449582_1384098221707303,video,8/14/2017 7:41,299,564,42,262,34,1,1,0,1,0.5301418439716312,7.119047619047619,297,2
246675545449582_1382019818581810,photo,8/12/2017 2:40,629,11,1,607,18,4,0,0,0,57.18181818181818,629.0,629,0
246675545449582_1381793938604398,photo,8/11/2017 20:41,69,2,0,67,2,0,0,0,0,34.5,0.0,69,0
246675545449582_1381004085350050,video,8/11/2017 0:27,219,110,17,190,26,1,2,0,0,1.990909090909091,12.882352941176471,217,2
246675545449582_1380978478685944,photo,8/10/2017 23:39,30,2,0,27,3,0,0,0,0,15.0,0.0,30,0
246675545449582_1380462345404224,photo,8/10/2017 9:17,65,1,0,62,2,1,0,0,0,65.0,0.0,65,0
246675545449582_1380211685429290,photo,8/10/2017 3:03,161,7,0,153,8,0,0,0,0,23.0,0.0,161,0
246675545449582_1380140728769719,video,8/10/2017 1:24,398,605,30,348,44,3,3,0,0,0.6578512396694215,13.266666666666667,395,3
246675545449582_1379424162174709,photo,8/9/2017 5:14,47,7,0,47,0,0,0,0,0,6.714285714285714,0.0,47,0
246675545449582_1379278652189260,photo,8/9/2017 1:45,182,3,4,177,5,0,0,0,0,60.666666666666664,45.5,182,0
246675545449582_1379165728867219,video,8/8/2017 22:24,317,158,32,269,47,1,0,0,0,2.0063291139240507,9.90625,317,0
246675545449582_1378449768938815,video,8/8/2017 5:13,571,888,107,459,107,1,1,1,2,0.6430180180180181,5.336448598130841,567,4
246675545449582_1377472849036507,photo,8/7/2017 9:18,16,10,0,15,1,0,0,0,0,1.6,0.0,16,0
246675545449582_1375841469199645,photo,8/6/2017 1:08,30,9,0,30,0,0,0,0,0,3.3333333333333335,0.0,30,0
246675545449582_1375825209201271,photo,8/6/2017 0:36,57,7,0,57,0,0,0,0,0,8.142857142857142,0.0,57,0
246675545449582_1374922852624840,photo,8/5/2017 1:44,74,6,3,74,0,0,0,0,0,12.333333333333334,24.666666666666668,74,0
246675545449582_1373053352811790,video,8/3/2017 4:50,368,911,50,317,50,1,0,0,0,0.4039517014270033,7.36,368,0
246675545449582_1373040689479723,photo,8/3/2017 4:31,19,3,0,19,0,0,0,0,0,6.333333333333333,0.0,19,0
246675545449582_1372717162845409,photo,8/2/2017 22:18,176,3,0,175,0,1,0,0,0,58.666666666666664,0.0,176,0
246675545449582_1372031632913962,photo,8/2/2017 6:02,133,7,0,133,0,0,0,0,0,19.0,0.0,133,0
246675545449582_1371921179591674,photo,8/2/2017 2:54,162,6,2,158,3,1,0,0,0,27.0,81.0,162,0
246675545449582_1371785262938599,video,8/1/2017 23:33,734,996,73,601,116,11,6,0,0,0.7369477911646586,10.054794520547945,728,6
246675545449582_1370957466354712,status,8/1/2017 0:57,42,16,9,41,1,0,0,0,0,2.625,4.666666666666667,42,0
246675545449582_1370352769748515,status,7/31/2017 9:50,33,6,3,31,2,0,0,0,0,5.5,11.0,33,0
246675545449582_1367261536724305,video,7/28/2017 1:10,29,6,1,29,0,0,0,0,0,4.833333333333333,29.0,29,0
246675545449582_1367178110065981,photo,7/27/2017 22:48,43,6,0,42,1,0,0,0,0,7.166666666666667,0.0,43,0
246675545449582_1366562330127559,photo,7/27/2017 8:08,14,6,0,13,1,0,0,0,0,2.3333333333333335,0.0,14,0
246675545449582_1365608996889559,video,7/26/2017 9:01,475,574,48,406,63,4,2,0,0,0.8275261324041812,9.895833333333334,473,2
246675545449582_1365207070263085,photo,7/25/2017 23:18,50,8,2,49,1,0,0,0,0,6.25,25.0,50,0
246675545449582_1365188530264939,photo,7/25/2017 22:46,94,23,6,94,0,0,0,0,0,4.086956521739131,15.666666666666666,94,0
246675545449582_1361306617319797,video,7/22/2017 8:50,303,34,3,291,11,1,0,0,0,8.911764705882353,101.0,303,0
246675545449582_1361198480663944,photo,7/22/2017 7:08,168,7,1,167,1,0,0,0,0,24.0,168.0,168,0
246675545449582_1360915977358861,photo,7/21/2017 23:32,248,14,0,241,7,0,0,0,0,17.714285714285715,0.0,248,0
246675545449582_1360313524085773,photo,7/21/2017 8:52,422,6,0,410,8,3,1,0,0,70.33333333333333,0.0,421,1
246675545449582_1360110617439397,photo,7/21/2017 4:20,189,3,0,184,2,0,3,0,0,63.0,0.0,186,3
246675545449582_1360055367444922,photo,7/21/2017 2:59,390,17,2,382,5,3,0,0,0,22.941176470588236,195.0,390,0
246675545449582_1359829454134180,photo,7/20/2017 23:30,618,28,0,597,14,7,0,0,0,22.071428571428573,0.0,618,0
246675545449582_1359179027532556,photo,7/20/2017 8:59,191,2,2,188,2,1,0,0,0,95.5,95.5,191,0
246675545449582_1356963477754111,video,7/18/2017 7:53,321,1381,67,275,44,1,1,0,0,0.23244026068066617,4.791044776119403,320,1
